Word,Frequency
podhu,23
poram,23
vijaysethupathi,23
chitti,23
dan,23
vanthalum,23
karthick,23
vetrimaaran,23
epo,23
irukke,23
daaa,23
suyama,23
vittu,23
can,23
link,23
mind,23
lanka,23
cartoon,23
parka,23
mr,23
court,23
eppo,23
an,23
naraiya,23
varudhu,23
also,23
taa,23
rajnikant,22
pasangala,22
fast,22
enda,22
se,22
show,22
sathiyama,22
aaga,22
kaaga,22
appa,22
coming,22
irundhu,22
yow,22
paaa,22
sec,22
panringa,22
do,22
laa,22
cute,22
katrathukaga,22
nd,22
endha,22
otha,22
scenes,21
energy,21
hours,21
cant,21
kab,21
aagum,21
sambavangala,21
pannu,21
subbaraj,21
massa,21
character,21
vinoth,21
yellam,21
sun,21
parthu,21
valthukkal,21
avar,21
ipadi,21
yaa,21
papom,21
tv,21
pathuttu,21
paathu,21
thalaaaa,21
eppavum,21
oh,21
money,21
nariya,21
ethuku,20
punch,20
kolla,20
illaya,20
thalaivaaaaaaa,20
telangana,20
munadi,20
thambi,20
lo,20
mega,20
athuku,20
ga,20
dis,20
aaa,20
subscribe,20
thadava,20
feeling,20
ever,20
anga,20
language,20
kabali,20
thalaaa,20
pandringa,20
lets,20
agum,20
trisha,20
viswasatha,20
ticket,20
panravanga,20
aagala,20
hrs,20
poga,20
irukken,20
handsome,20
hey,20
massssss,19
why,19
pakkam,19
paiyan,19
proud,19
laam,19
mudila,19
vainga,19
irukunu,19
ending,19
akki,19
gandula,19
biggest,19
entry,19
pangaaligala,19
partha,19
paakka,19
atha,19
vachu,19
paarunga,19
sila,19
start,19
sentiment,19
veriyans,19
karo,19
anirudh,19
dubbing,19
inime,19
life,19
morning,19
aatatha,19
panuga,19
sethupathy,19
kandu,19
kollywood,19
kutty,19
reached,19
avlo,19
use,19
madiri,18
going,18
trailera,18
nadikka,18
onnu,18
off,18
vachi,18
adutha,18
rahman,18
friends,18
bangam,18
amma,18
chance,18
thalaivaru,18
pandravanga,18
date,18
aah,18
amitabh,18
samma,18
control,18
kk,18
cmnt,18
moonji,18
vaaa,18
vegama,18
dubbed,18
evalo,18
point,18
break,18
panra,18
padathukku,18
trailar,18
suit,18
iron,18
irukanga,18
thu,18
virgin,18
darbar,18
yarum,18
innoru,18
hope,18
maaran,18
kaadu,18
pakalam,18
today,18
late,18
dear,18
sollu,17
underwear,17
naala,17
theater,17
ajit,17
pota,17
mudiyum,17
kandula,17
yo,17
way,17
ethir,17
yeh,17
hogi,17
aalu,17
visuvasam,17
rendu,17
paduthiringa,17
shot,17
work,17
bayama,17
eduka,17
maasss,17
theriyala,17
dislikers,17
poranthu,17
rekka,17
adha,17
irukura,17
madhri,17
vadachennai,17
nanba,17
lag,17
idhula,17
repeat,17
ellaam,17
marvel,17
yenga,17
nadakka,16
ajithkumar,16
means,16
varumnu,16
ar,16
mokkaya,16
kgf,16
fulla,16
bahubali,16
villain,16
seeing,16
lawyer,16
vivegam,16
saaho,16
varla,16
srilanka,16
him,16
mathri,16
aachu,16
erukum,16
ean,16
note,16
mathavangala,16
sivakumar,16
commercial,16
year,16
kai,16
mele,16
evanum,16
ulla,16
nadika,16
tala,16
thalaiku,16
mersal,16
polaye,16
athigama,16
minutes,16
iru,16
double,16
bad,16
thanda,16
kanna,16
tamilnadu,16
etha,16
paru,16
vidu,16
orama,16
mask,16
thalivaa,15
number,15
daaaa,15
yaarellam,15
cell,15
singapore,15
vanganum,15
blue,15
pakkanum,15
aur,15
was,15
thalaaaaaa,15
veera,15
madri,15
never,15
black,15
dub,15
avanga,15
nalaiku,15
slow,15
avara,15
doubt,15
win,15
thalaivaaaaaaaa,15
vechu,15
adei,15
irunthalum,15
avengers,15
pandra,15
starting,15
anils,15
arasiyal,15
game,15
book,15
yaarum,15
picture,15
nega,15
update,15
rock,15
fanz,15
pm,15
engaluku,15
rangers,15
mairu,15
semmaiya,15
idhuku,15
her,15
tau,15
aiyo,15
yean,15
potutu,15
angaali,15
pangaali,15
gaandu,15
kaththi,15
lol,15
aairuku,15
pangalingala,15
aaya,15
ellarukum,14
aga,14
tamilan,14
diya,14
kanth,14
vettai,14
min,14
review,14
maker,14
hahaha,14
parkura,14
long,14
nal,14
maass,14
need,14
milion,14
pada,14
expect,14
innu,14
podra,14
pannum,14
arr,14
vintage,14
yan,14
asingam,14
ithuku,14
ennoda,14
po,14
uyir,14
varinga,14
english,14
rip,14
paaru,14
trend,14
vidunga,14
pathalum,14
vayasanalum,14
bang,14
pakanum,14
keka,14
billa,14
nawazuddin,14
yr,14
kathi,14
keta,14
poren,14
saavanum,14
second,14
dekh,14
edhu,14
well,14
tube,14
irutha,14
manushan,14
rasigargal,14
thookalamaa,14
ratham,14
tough,14
therila,14
vena,14
nerkondapaarvaitrailer,14
ghibran,13
made,13
aamai,13
vaanga,13
semme,13
kaasu,13
keep,13
namakku,13
solli,13
swag,13
motion,13
gaandla,13
powerful,13
ennaya,13
cmt,13
thane,13
seri,13
correct,13
aug,13
manasu,13
pannavanga,13
evanda,13
winner,13
irruka,13
opening,13
paravala,13
yeppa,13
supper,13
vishvasam,13
ennamo,13
paathavanga,13
palaya,13
liye,13
pradesh,13
dharisanam,13
pottutu,13
laval,13
doi,13
kammiya,13
epa,13
moment,13
sollitu,13
avaru,13
pe,13
speech,13
flim,13
varadhu,13
cross,13
change,13
aiyoo,13
compare,13
ve,13
laga,13
edutha,13
target,13
payan,13
rajinism,13
word,13
soori,13
possible,13
ithukku,13
maten,13
stop,13
poidu,13
varusam,13
oscar,13
ellarayum,13
frame,13
sambavatha,13
pannanum,13
nanum,13
vechi,13
sa,13
forever,13
appuram,13
bachan,12
koodadhu,12
ellaarum,12
boys,12
irukom,12
kodi,12
ek,12
ommala,12
oruthan,12
ba,12
put,12
poro,12
hour,12
nayagan,12
matha,12
out,12
range,12
gonna,12
south,12
ennaku,12
vidunka,12
thooku,12
panravan,12
aprom,12
hits,12
theva,12
ela,12
padippu,12
maasu,12
sangathamizhan,12
chumma,12
kalyan,12
must,12
yella,12
pudikum,12
thaaa,12
sanga,12
mai,12
pogudhu,12
thara,12
enn,12
pona,12
sad,12
paduthureenga,12
apa,12
katradhukaga,12
de,12
osm,12
people,12
mobile,12
nai,12
kaata,12
irku,12
sollava,12
background,12
kill,12
saapda,12
list,12
aparam,12
adchi,12
vayasula,12
enpt,12
bat,12
ala,12
podhum,12
kaatu,12
nadakadhu,12
kathai,12
thalaaaaaaaa,12
andra,12
oodi,12
crore,12
lying,12
thagida,12
amitab,11
sivaji,11
sasikumar,11
sorry,11
pakuravanga,11
mavan,11
kar,11
woww,11
kasu,11
vidamaten,11
onum,11
payale,11
poster,11
kala,11
thaaan,11
kelatu,11
thalaa,11
because,11
orutharu,11
alagum,11
masssssss,11
thevidiya,11
theriyum,11
congrats,11
saganum,11
certificate,11
edho,11
kutti,11
pudichavanga,11
hain,11
katha,11
thatti,11
etho,11
yea,11
ennangada,11
leavel,11
thalaivaaaaaaaaa,11
vandhavanga,11
ilaya,11
levela,11
perfect,11
kaal,11
allu,11
inimey,11
pothum,11
semaa,11
lv,11
thappa,11
bt,11
pogala,11
ayaz,11
ivaru,11
logesh,11
paavam,11
vettri,11
ooda,11
ilama,11
thalaivare,11
luck,11
pure,11
athan,11
nawaz,11
kis,11
thalaiya,11
kadaisila,11
irukkan,11
eagerly,11
ille,11
aniruth,11
pakura,11
tan,11
illana,11
neram,11
thalaaaaa,11
dark,11
veara,11
nadakum,11
eduthuka,11
vitu,11
pakkum,11
vaati,11
koi,11
madurai,11
thirumbi,11
athukku,11
dialouge,11
really,11
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa,11
move,10
tharama,10
katurathukaga,10
kadavul,10
kadhai,10
raha,10
choose,10
hats,10
attatha,10
making,10
ninga,10
illaye,10
poitu,10
ipa,10
warrier,10
supar,10
jackson,10
kodutha,10
irukeenga,10
veeram,10
suma,10
pongada,10
gommala,10
irukkanum,10
thakida,10
sahoo,10
thalaivaaaaaaaaaaa,10
reloaded,10
puriyala,10
varusham,10
tapsee,10
varatum,10
semmma,10
peta,10
dailogue,10
kolai,10
talaiva,10
ahhh,10
vegam,10
thalivaaa,10
dec,10
cr,10
enaya,10
str,10
kammi,10
gandu,10
venam,10
twitter,10
family,10
kadaisi,10
achu,10
maja,10
overloaded,10
movi,10
frm,10
paathuttu,10
yappa,10
speed,10
tralier,10
worth,10
tharu,10
perusa,10
give,10
try,10
nadakavum,10
mokkaiya,10
par,10
case,10
irukkaru,10
competition,10
viswasama,10
thani,10
nadicha,10
massssssss,10
babu,10
rathangale,10
thonuthu,10
engada,10
pawan,10
baap,10
rompa,10
gun,10
keela,10
saava,10
know,10
paartha,10
yena,10
pakkura,10
naanum,10
nera,10
sound,10
jo,10
yum,10
mattu,10
kevalama,10
semmaa,10
illai,10
pudicha,10
udane,10
engalukku,10
pesama,10
pride,10
kakki,10
thaaru,10
summava,10
sapada,10
vendum,10
vayase,10
average,10
sami,10
nenacha,9
legend,9
ennum,9
already,9
marupadiyum,9
interesting,9
gaandula,9
parthavanga,9
mirattal,9
vaanganum,9
alavukku,9
amy,9
robo,9
kaila,9
aayegi,9
mavana,9
thoda,9
mudi,9
thaanda,9
podura,9
poola,9
padayappa,9
purinjavan,9
pakkka,9
vandu,9
aattatha,9
edukka,9
thavira,9
sangatamilan,9
inniki,9
records,9
message,9
aaganum,9
maranama,9
gang,9
favorite,9
ivana,9
hr,9
sirappaana,9
vivek,9
vazhthukkal,9
attitude,9
sarbaga,9
vanthinga,9
kila,9
adu,9
unmaiyana,9
musical,9
oruthavanga,9
serial,9
thalaivana,9
blank,9
budget,9
appadiye,9
years,9
mam,9
promotion,9
tik,9
aaaa,9
open,9
october,9
pochu,9
girls,9
upload,9
solren,9
vishwasam,9
stylum,9
maranamass,9
under,9
underwearoda,9
minja,9
kanithan,9
velai,9
tollywood,9
aanalum,9
naturally,9
verithanamana,9
chechi,9
mark,9
veralevel,9
smart,9
fake,9
malaysian,9
muttu,9
kaandula,9
poora,9
welcome,9
aagudhu,9
thalaaaaaaa,9
reason,9
re,9
ennanu,9
sirs,9
section,9
ava,9
kettu,9
padipu,9
chidambaram,9
pande,9
vanthathu,9
vararu,9
sakthiman,9
vilunthu,9
irrukum,9
eppudi,9
tq,9
pondati,9
yana,9
else,9
kanom,9
thirupi,9
kannu,9
nammakitta,9
latest,9
sangu,9
pathinga,9
viswaasam,9
ab,9
apparam,9
marubadiyum,9
audience,9
munnadiye,9
taan,9
single,9
finally,9
talaivar,9
irumugan,9
utk,9
ovvoru,9
veraa,9
ntr,9
nadippu,9
pakkalam,9
right,9
enrum,9
poran,9
pavam,9
maaru,9
some,9
aaaaaa,9
saw,9
pala,9
inimae,9
suburaj,9
peak,8
original,8
unmaiya,8
direction,8
irrukku,8
adhe,8
meala,8
manitha,8
maa,8
said,8
pah,8
paakalam,8
paarka,8
thaniya,8
anne,8
salt,8
pepper,8
sattai,8
tharisanam,8
adhigama,8
top,8
kr,8
sambhavam,8
picha,8
soldra,8
verum,8
atleast,8
irukalam,8
may,8
combination,8
poiru,8
excellent,8
apdilam,8
engayo,8
agathu,8
pore,8
jithu,8
january,8
ulaga,8
rasikan,8
panitu,8
pubg,8
nall,8
vediya,8
into,8
thalaivaaaaaaaaaaaa,8
daww,8
every,8
kajal,8
aadukalam,8
aaguthu,8
basha,8
worst,8
thalabathi,8
ama,8
thaana,8
therinjavan,8
solrathukune,8
suthum,8
simbu,8
porandhu,8
athula,8
pannitinga,8
rha,8
robot,8
missing,8
paaaa,8
fanzz,8
aguthu,8
check,8
stars,8
log,8
verra,8
school,8
pans,8
vendam,8
fanbut,8
yash,8
kudadhu,8
kal,8
bc,8
blowing,8
varai,8
conform,8
max,8
yevlo,8
bayam,8
epudi,8
kadu,8
poduringa,8
panday,8
joke,8
tharanum,8
varavanga,8
edhuku,8
thirunelveli,8
hang,8
eruka,8
therium,8
marna,8
maassss,8
avana,8
toh,8
pananum,8
kollame,8
kuduthu,8
script,8
nerkondaparvai,8
ayya,8
lagta,8
siddiqui,8
thalaivaaaaaaaaaa,8
ae,8
saami,8
funny,8
asingapaduthuringa,8
total,8
presence,8
salute,8
steel,8
heroine,8
nerunga,8
kaaliyoda,8
simple,8
pannavan,8
wat,8
perumai,8
kattu,8
hate,8
abirami,8
weight,8
touch,8
getha,8
lavel,8
irukkinga,8
lady,8
lot,8
aarambam,8
hair,8
lite,8
gandla,8
savanum,8
pulla,8
paakanum,8
paathalum,8
ee,8
damn,8
ithan,8
nadandhu,8
varareda,8
veerama,8
kaatrathukaga,8
actors,8
appadi,8
seruppadi,8
intro,8
yarlam,8
blood,8
innorthara,8
dhool,8
paninga,8
nerkondapaarvai,8
nadippin,8
bike,8
levelu,8
screens,8
police,8
kitte,8
avaroda,8
maadhiri,8
another,8
aavathu,8
box,8
paya,8
too,8
kene,8
reply,8
daaaaa,8
sakthimaan,8
done,8
songs,8
padutha,8
nailed,8
duper,8
kiya,8
manusan,8
let,8
unakku,8
nale,8
koncham,8
ivalo,8
veraaa,8
ram,8
pidikum,7
thalaivaroda,7
anilu,7
mannan,7
mattume,7
kidaiyathu,7
arambam,7
semmmma,7
voda,7
maanam,7
ambedkar,7
poreenga,7
matri,7
padathoda,7
then,7
ennna,7
selvam,7
films,7
hassan,7
angali,7
raj,7
meaning,7
paarthu,7
kata,7
kaha,7
kadaisiya,7
irukumnu,7
when,7
felt,7
inna,7
maru,7
us,7
ippdi,7
kamala,7
ninaikiravanga,7
yethana,7
katra,7
kevala,7
irukkura,7
irkum,7
even,7
seconds,7
daan,7
therikkuthu,7
therinja,7
gya,7
edit,7
shoot,7
argument,7
low,7
yaarlam,7
pudikkum,7
ennaa,7
theriyuthu,7
saaga,7
dekhne,7
nallave,7
kapoor,7
adicha,7
lion,7
analum,7
trading,7
avunga,7
irukuravanga,7
editing,7
porunthum,7
pictures,7
awards,7
alaga,7
agudhu,7
pavan,7
alavu,7
innoruthare,7
yaarukellam,7
sumara,7
kb,7
siripu,7
sab,7
thevai,7
supera,7
solitu,7
padamum,7
pandravan,7
kodumai,7
bayangaram,7
saamy,7
most,7
piragu,7
parthutu,7
sathyama,7
meet,7
rombha,7
pannala,7
job,7
base,7
play,7
seeman,7
simply,7
alagu,7
cm,7
aala,7
tu,7
kolama,7
thonudhu,7
nambi,7
vai,7
thalada,7
pappom,7
irunga,7
dailog,7
have,7
mugam,7
kaatradhukaga,7
notice,7
pudunga,7
pathavaga,7
apadi,7
inimel,7
aachi,7
cha,7
masssssssss,7
fuck,7
sonnathu,7
poravanga,7
vaera,7
pakam,7
mukkiyam,7
effect,7
loosu,7
layae,7
balan,7
haha,7
add,7
mudiyuma,7
mix,7
irukuthu,7
olunga,7
liked,7
ooru,7
paththaathu,7
mein,7
gaya,7
vikrams,7
maariye,7
shakthi,7
yes,7
mean,7
gud,7
idhan,7
azhagum,7
promo,7
villan,7
army,7
nenachu,7
ghatiya,7
thalaaaaaaaaa,7
yellarum,7
millions,7
hostel,7
vadivelu,7
social,7
pathale,7
alluthu,7
sotta,7
paruthiveeran,7
sariya,7
poranga,7
ethukku,7
parrak,7
kelvi,7
industry,7
sona,7
mutta,7
boy,7
trilar,7
girl,7
club,7
eruntha,7
pannuna,7
irunthaalum,7
bayanthu,7
mujhe,7
pakkama,7
pottavan,7
evanavathu,7
atlee,7
daii,7
mudiyaathu,7
concept,7
theri,7
kadha,7
eruke,7
side,7
lekin,7
pannittu,7
pathuten,7
ivaruku,7
kollaama,7
odathu,7
nandri,7
sariyana,7
annaa,7
overa,7
illadha,7
yaralayum,7
dekho,7
stunning,7
potavan,7
nereya,7
lyca,6
siruthai,6
paapom,6
kunjunga,6
vikaram,6
pengal,6
valga,6
nerama,6
kaappaan,6
wowww,6
eduthukave,6
wtf,6
killing,6
vidamatten,6
sonnalum,6
thiruttu,6
kora,6
naaye,6
buildup,6
trailerla,6
match,6
adhuku,6
aha,6
lines,6
varikum,6
diwalikku,6
idhe,6
ea,6
pakkuravanga,6
group,6
konja,6
sapida,6
pannuvanga,6
wala,6
bap,6
onnume,6
payam,6
peruku,6
pakravanga,6
kusuvasam,6
cg,6
masala,6
vacha,6
loading,6
innaiku,6
apdiya,6
kalla,6
tee,6
jay,6
mama,6
cinima,6
dae,6
something,6
pathathu,6
about,6
click,6
adai,6
spr,6
son,6
dum,6
tatti,6
mgr,6
vidrom,6
subject,6
mel,6
paduthringa,6
sirappu,6
tharam,6
liar,6
vilundhu,6
vum,6
parava,6
thatha,6
murai,6
lusu,6
koo,6
agumnu,6
kelu,6
adika,6
karumam,6
aduthavangala,6
ipidi,6
tharumaru,6
di,6
less,6
kami,6
miga,6
pondatti,6
yaralaa,6
khan,6
endu,6
nallaa,6
week,6
vijai,6
rahi,6
ayo,6
once,6
yennada,6
avalo,6
politics,6
irukkanga,6
vandhinga,6
kan,6
mani,6
aganum,6
epovum,6
saree,6
mugamudi,6
production,6
kaatta,6
avaruku,6
paakum,6
thalaiyoda,6
mins,6
mugan,6
stylea,6
ivara,6
reddy,6
mokkai,6
bha,6
pakara,6
herova,6
soldren,6
lovely,6
both,6
pakurathu,6
rhi,6
type,6
nadakkum,6
pullingo,6
vaalthukkal,6
direct,6
uuu,6
tune,6
pole,6
speak,6
rajnified,6
magic,6
aagumnu,6
sollanumna,6
irukkom,6
thanga,6
entertainer,6
jaye,6
trailere,6
adhukku,6
visual,6
troll,6
seekiram,6
varaikkum,6
akshara,6
watha,6
idhukku,6
sudeep,6
vendiya,6
vettu,6
takkar,6
disappointed,6
smile,6
marri,6
paakama,6
manam,6
rajiniya,6
fansku,6
gotha,6
illanu,6
pettai,6
makeup,6
panninga,6
samrat,6
form,6
enka,6
poodunga,6
pesa,6
speaking,6
sounds,6
irunthen,6
superhit,6
far,6
such,6
engal,6
vandhalum,6
deii,6
vidya,6
naai,6
daughter,6
slang,6
bodhu,6
apuram,6
yeman,6
village,6
irrukaru,6
odiru,6
gaye,6
enamo,6
paaaaa,6
nnu,6
seiyanum,6
su,6
collection,6
sindhika,6
thale,6
orutharmela,6
pol,6
thumbnail,6
yae,6
papen,6
july,6
theriyatha,6
chinthamani,6
layum,6
erukinge,6
pannathu,6
poraru,6
othingiru,6
solluravanga,6
inka,6
yaen,6
kaun,6
lie,6
naama,6
thalavar,6
irunda,6
theriyama,6
shiva,6
pollachi,6
thooki,6
kagave,6
darisanam,6
num,6
warden,6
eduthukuvanunga,6
pundai,6
yanna,6
thriller,6
bangalore,6
kumaru,6
endrum,6
masssa,6
niyabagam,6
koduma,6
maranaa,6
caste,6
deepawali,6
heavy,6
saga,6
porum,6
sridevi,6
triler,6
ithellam,6
does,6
yogi,6
nenaikuravanga,6
kevalam,6
aama,6
mere,6
aagathu,6
oka,6
quick,6
erukinga,6
pattaya,6
ithuvum,6
illayo,6
visuals,6
bomma,6
manithan,6
leave,6
shivaji,6
wonderful,6
mental,6
kolandha,6
therikuthu,6
pottavanga,6
left,6
yaaa,6
citizen,6
anybody,6
paaah,6
yeppavum,6
niriya,6
inorthara,6
lu,6
sollum,6
aap,6
erukkum,6
iruthu,6
thanush,6
lyk,6
kunju,6
tn,6
sar,6
thuku,6
trailerku,5
oct,5
enjoy,5
kuthi,5
itna,5
paisa,5
katti,5
special,5
epd,5
ipd,5
chithambaram,5
pakathana,5
inu,5
doing,5
dr,5
movieku,5
koothi,5
thalathala,5
thayoli,5
conair,5
baad,5
example,5
ravi,5
pakkava,5
maaasss,5
cool,5
vayasuku,5
dhaa,5
lovers,5
varthai,5
understand,5
ivar,5
thairiyama,5
athe,5
chancey,5
kand,5
kelavan,5
ennam,5
yaara,5
tis,5
kalyani,5
career,5
important,5
trailler,5
kamiya,5
vijaya,5
pokuthu,5
sandai,5
lena,5
karan,5
kaalam,5
varuva,5
series,5
samy,5
paakura,5
matiri,5
feels,5
pakkaa,5
paduthuriga,5
yanga,5
payyan,5
veraaaa,5
deiii,5
bit,5
samaya,5
moka,5
kant,5
thatra,5
murugan,5
cheyandi,5
